openTime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
2019-03-21,58.50000000,59.10000000,53.31000000,55.14000000,7780.91395000,1553212799999,439917.27308300,1882,3552.77740000,201094.40986940,0
2019-03-22,55.37000000,56.56000000,54.42000000,55.07000000,5182.07127000,1553299199999,286909.13428860,1360,1826.06795000,101228.34646480,0
2019-03-23,55.06000000,56.90000000,54.78000000,56.90000000,3435.73138000,1553385599999,190964.34672380,917,1955.51545000,108497.14510130,0
2019-03-24,56.80000000,58.44000000,55.81000000,57.21000000,8357.05638000,1553471999999,478186.09182240,1813,3446.81921000,197249.34925750,0
2019-03-25,57.06000000,57.13000000,53.78000000,55.32000000,4922.42010000,1553558399999,274141.65200950,1117,2573.85178000,143012.73982290,0
2019-03-26,55.32000000,55.50000000,52.72000000,54.49000000,3951.24438000,1553644799999,212108.68322400,894,1722.47823000,92376.06292990,0
2019-03-27,54.50000000,57.35000000,54.49000000,56.96000000,4350.00589000,1553731199999,241493.36666050,1059,2020.50390000,112626.63528970,0
2019-03-28,56.80000000,56.80000000,55.29000000,56.18000000,5429.87373000,1553817599999,303098.32189130,1103,1955.13482000,109375.04986560,0
2019-03-29,56.15000000,58.12000000,55.10000000,57.14000000,8048.82943000,1553903999999,453946.92130970,1686,4288.91351000,241147.83868160,0
2019-03-30,57.15000000,57.44000000,55.60000000,57.10000000,3709.98578000,1553990399999,210420.92543090,964,2090.35108000,118974.83848000,0
2019-03-31,56.81000000,59.52000000,56.73000000,58.65000000,11424.86631000,1554076799999,664704.69839710,2173,7194.24477000,419204.48584400,0
2019-04-01,58.78000000,63.68000000,58.13000000,62.70000000,14320.42676000,1554163199999,884575.35325970,3377,7968.29755000,491579.77859320,0
2019-04-02,62.69000000,70.99000000,60.56000000,69.60000000,29209.14030000,1554249599999,1915070.41671440,7148,15549.82906000,1020486.07220660,0
2019-04-03,69.53000000,77.00000000,66.00000000,69.55000000,26319.22623000,1554335999999,1892511.12904700,7645,11476.85053000,823153.52626810,0
2019-04-04,69.11000000,71.37000000,64.59000000,66.78000000,11785.24136000,1554422399999,801465.00889370,3648,4982.40862000,339544.76637620,0
2019-04-05,66.91000000,72.62000000,66.91000000,72.05000000,13442.07530000,1554508799999,949160.80776460,3590,7612.04523000,538044.32548790,0
2019-04-06,71.62000000,73.12000000,69.14000000,71.23000000,7766.29711000,1554595199999,551161.62890090,2768,3685.68792000,262096.67804660,0
2019-04-07,71.38000000,75.00000000,70.52000000,74.37000000,14712.68656000,1554681599999,1075249.98827330,4238,7367.18842000,538098.43677000,0
2019-04-08,74.21000000,76.07000000,68.85000000,72.19000000,14024.24424000,1554767999999,1019916.62177600,4561,6441.93381000,470100.42690130,0
2019-04-09,72.20000000,72.20000000,68.60000000,70.30000000,14949.76326000,1554854399999,1041357.53500800,3111,9575.27573000,665434.15566670,0
2019-04-10,70.43000000,73.79000000,70.07000000,71.75000000,10810.99401000,1554940799999,777505.52196360,3184,5873.44491000,422726.05327200,0
2019-04-11,71.85000000,72.11000000,63.32000000,69.61000000,13912.92374000,1555027199999,942696.09698870,4080,6230.67265000,424032.17938660,0
2019-04-12,69.59000000,71.81000000,67.14000000,70.94000000,21759.37412000,1555113599999,1524884.83022090,4437,15118.26210000,1058202.75054150,0
2019-04-13,71.09000000,71.24000000,68.30000000,69.08000000,5477.35340000,1555199999999,381725.00871460,1885,2500.90876000,174677.12382640,0
