openTime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
2019-04-26,0.00263000,0.01052000,0.00263000,0.00545000,2251813333.70000000,1556323199999,13165943.99965100,29783,992882444.00000000,5829864.14588800,0
2019-04-27,0.00543000,0.00586000,0.00516000,0.00521000,440339020.00000000,1556409599999,2401118.02948200,7591,196839741.60000000,1075229.90979500,0
2019-04-28,0.00521000,0.00527000,0.00434000,0.00442000,457183971.50000000,1556495999999,2218764.98535100,7463,174578789.20000000,851288.96241000,0
2019-04-29,0.00442000,0.00456000,0.00343000,0.00347000,520557584.60000000,1556582399999,2090178.57133000,7321,193985377.50000000,776881.25854200,0
2019-04-30,0.00346000,0.00516000,0.00346000,0.00442000,1165706893.80000000,1556668799999,5268819.86829800,14764,469118811.20000000,2125649.11569400,0
2019-05-01,0.00442000,0.00464000,0.00402000,0.00432000,650430750.00000000,1556755199999,2758219.84313700,7115,163705457.10000000,697929.70975100,0
2019-05-02,0.00432000,0.00468000,0.00410000,0.00419000,270118878.80000000,1556841599999,1168828.90371100,4636,112213722.60000000,489294.87487200,0
2019-05-03,0.00419000,0.00440000,0.00394000,0.00423000,279265819.70000000,1556927999999,1153772.20424300,3953,121483789.00000000,504597.15931200,0
2019-05-04,0.00423000,0.00425000,0.00381000,0.00397000,151436176.60000000,1557014399999,612281.14348300,2466,61798527.10000000,251222.46989100,0
2019-05-05,0.00396000,0.00406000,0.00359000,0.00372000,161357630.80000000,1557100799999,614191.03100000,2273,59748550.40000000,227302.23661600,0
2019-05-06,0.00371000,0.00392000,0.00350000,0.00373000,270695596.40000000,1557187199999,1003392.02054100,3541,102318108.20000000,382342.38616800,0
2019-05-07,0.00374000,0.00385000,0.00333000,0.00336000,172934704.90000000,1557273599999,631415.43591000,2434,74329403.60000000,273383.11667200,0
2019-05-08,0.00335000,0.00348000,0.00328000,0.00333000,154227974.60000000,1557359999999,519824.74236700,2002,60675700.30000000,205640.76329000,0
2019-05-09,0.00336000,0.00341000,0.00303000,0.00314000,211829251.90000000,1557446399999,675710.22655800,3251,95088492.60000000,303413.83706700,0
2019-05-10,0.00313000,0.00388000,0.00312000,0.00378000,408703745.60000000,1557532799999,1440180.24490300,6366,203679996.70000000,719063.88796100,0
2019-05-11,0.00379000,0.00505000,0.00371000,0.00460000,688249967.80000000,1557619199999,3001736.11750800,10258,350396962.10000000,1519985.22254800,0
2019-05-12,0.00462000,0.00572000,0.00444000,0.00530000,1166562752.90000000,1557705599999,6084005.27172600,17225,527929467.90000000,2748208.54797100,0
2019-05-13,0.00529000,0.00920000,0.00516000,0.00868000,2877309846.10000000,1557791999999,21808982.31624800,48430,1315183545.20000000,9961974.63420300,0
