openTime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
2020-01-01,0.01084000,0.01095000,0.01038000,0.01058000,20995230.90000000,1577923199999,222984.14881500,1753,10695621.50000000,113760.34909100,0
2020-01-02,0.01055000,0.01066000,0.01012000,0.01025000,9099710.50000000,1578009599999,94597.37434700,795,5042902.30000000,52366.62657500,0
2020-01-03,0.01024000,0.01057000,0.01008000,0.01035000,10063301.50000000,1578095999999,103976.10893700,813,4934525.50000000,51013.44141200,0
2020-01-04,0.01036000,0.01077000,0.01027000,0.01068000,11636937.40000000,1578182399999,122428.24013500,834,5438101.80000000,57310.43463900,0
2020-01-05,0.01068000,0.01081000,0.01038000,0.01051000,10868256.00000000,1578268799999,115336.90316600,877,4956831.60000000,52798.12108300,0
2020-01-06,0.01049000,0.01107000,0.01045000,0.01076000,19465295.10000000,1578355199999,208205.72706500,1806,10622032.10000000,113927.32047800,0
2020-01-07,0.01077000,0.01093000,0.01022000,0.01035000,23270191.70000000,1578441599999,247272.34572400,2017,12305976.00000000,131395.04848400,0
2020-01-08,0.01035000,0.01050000,0.01000000,0.01013000,16194711.90000000,1578527999999,165610.36426300,1210,6084840.70000000,62462.11832100,0
2020-01-09,0.01012000,0.01050000,0.00995000,0.01009000,19592232.70000000,1578614399999,199738.00633900,896,8870629.50000000,90535.60447200,0
2020-01-10,0.01007000,0.01034000,0.00997000,0.01032000,6072617.70000000,1578700799999,61548.41097600,652,3264694.10000000,33150.67565500,0
2020-01-11,0.01034000,0.01034000,0.01001000,0.01007000,9748104.70000000,1578787199999,99418.14907000,563,4126816.20000000,42151.54979900,0
2020-01-12,0.01010000,0.01028000,0.00999000,0.01017000,9994782.50000000,1578873599999,101175.16195200,579,4008510.00000000,40680.37600500,0
2020-01-13,0.01022000,0.01027000,0.00975000,0.00989000,26836491.20000000,1578959999999,266175.39769700,1654,10629180.70000000,105423.71420500,0
2020-01-14,0.00982000,0.01007000,0.00900000,0.00944000,130773500.10000000,1579046399999,1242618.37057200,6644,52212121.40000000,498383.35887600,0
2020-01-15,0.00942000,0.01018000,0.00922000,0.00961000,105883527.40000000,1579132799999,1016438.98068500,4895,50691984.60000000,488315.91058400,0
2020-01-16,0.00966000,0.00973000,0.00927000,0.00959000,37489029.60000000,1579219199999,355530.43878500,2029,13126979.70000000,124766.72267200,0
2020-01-17,0.00959000,0.01019000,0.00940000,0.01004000,39766238.60000000,1579305599999,385751.52805800,2392,19955791.00000000,194623.51735300,0
2020-01-18,0.01004000,0.01025000,0.00975000,0.01002000,30634190.00000000,1579391999999,306485.78891000,1894,15355714.50000000,153665.82714100,0
2020-01-19,0.01002000,0.01012000,0.00928000,0.00958000,24934624.00000000,1579478399999,240425.18495600,1509,8135812.40000000,78246.05392600,0
2020-01-20,0.00958000,0.00969000,0.00933000,0.00947000,19424606.40000000,1579564799999,185337.42032100,1354,8264092.40000000,79010.98073400,0
2020-01-21,0.00951000,0.00985000,0.00938000,0.00960000,17412871.30000000,1579651199999,166939.30184800,1446,7654075.80000000,73612.17370600,0
2020-01-22,0.00963000,0.00970000,0.00947000,0.00954000,10944610.80000000,1579737599999,104789.75397700,609,2994009.10000000,28758.94285900,0
2020-01-23,0.00959000,0.00963000,0.00908000,0.00932000,11097975.70000000,1579823999999,103061.86366300,768,4288891.90000000,39735.24788600,0
2020-01-24,0.00932000,0.00960000,0.00907000,0.00940000,7776606.70000000,1579910399999,72813.58257900,692,3285995.90000000,30958.89199900,0
2020-01-25,0.00940000,0.00961000,0.00918000,0.00951000,11747084.40000000,1579996799999,110368.92535400,578,4601344.20000000,43163.57718700,0
2020-01-26,0.00950000,0.00990000,0.00939000,0.00965000,14376634.20000000,1580083199999,139899.39067500,1017,6278232.40000000,61178.64502800,0
2020-01-27,0.00965000,0.00978000,0.00931000,0.00964000,20099266.80000000,1580169599999,192044.80932900,1151,8728810.40000000,83446.20241100,0
2020-01-28,0.00964000,0.00964000,0.00902000,0.00911000,72008283.50000000,1580255999999,661823.56867300,3087,17810405.10000000,164053.35985100,0
2020-01-29,0.00913000,0.00922000,0.00875000,0.00876000,46989664.60000000,1580342399999,419030.21048500,1991,13810226.60000000,123353.89911700,0
2020-01-30,0.00881000,0.00910000,0.00862000,0.00878000,35569613.20000000,1580428799999,313212.69373200,1680,16038620.50000000,141196.98711900,0
2020-01-31,0.00875000,0.00952000,0.00861000,0.00925000,40816110.20000000,1580515199999,366766.42182300,2146,22984976.40000000,208099.62515200,0
2020-02-01,0.00929000,0.00987000,0.00912000,0.00955000,44895435.70000000,1580601599999,426215.46100600,2298,22868016.10000000,217636.14055500,0
2020-02-02,0.00955000,0.00966000,0.00897000,0.00921000,46327707.20000000,1580687999999,431441.98480500,2485,20345530.90000000,189652.48325200,0
2020-02-03,0.00921000,0.00961000,0.00910000,0.00943000,29069074.70000000,1580774399999,270617.95136900,1565,14276275.30000000,133692.58888900,0
2020-02-04,0.00945000,0.01025000,0.00920000,0.01007000,82509576.90000000,1580860799999,799963.96077700,4089,37023515.70000000,360444.73602700,0
2020-02-05,0.01007000,0.01026000,0.00950000,0.00994000,58164589.50000000,1580947199999,574044.52505300,4239,30367130.60000000,300632.04664600,0
2020-02-06,0.00994000,0.01078000,0.00983000,0.01064000,44701918.50000000,1581033599999,461704.43122300,2655,20184197.10000000,208947.05021800,0
2020-02-07,0.01064000,0.01158000,0.01039000,0.01137000,44079646.90000000,1581119999999,484084.81489600,2813,21149130.50000000,233366.99886600,0
2020-02-08,0.01135000,0.01139000,0.01027000,0.01057000,31228702.10000000,1581206399999,335367.63390600,1877,13909000.10000000,149423.24432100,0
2020-02-09,0.01061000,0.01130000,0.01052000,0.01099000,30659533.00000000,1581292799999,333681.57822000,2504,17645151.20000000,192795.33458500,0
2020-02-10,0.01097000,0.01114000,0.01000000,0.01080000,67824647.20000000,1581379199999,714583.09556700,4676,35347488.10000000,373332.16691300,0
2020-02-11,0.01074000,0.01156000,0.01044000,0.01141000,47492744.00000000,1581465599999,525464.38966900,2681,19353792.40000000,214360.46797400,0
2020-02-12,0.01141000,0.01292000,0.01130000,0.01204000,83874941.70000000,1581551999999,1012824.10562200,5364,38380278.30000000,463717.58297200,0
